Precincts,Borough,Crime,Latitude,Longitude
75,Brooklyn,"LARCENY,PETIT FROM BUILDING,UN",40.67769321400005,-73.89735284399995
69,Brooklyn,"HARASSMENT,SUBD 3,4,5",40.62981940000003,-73.89815061099996
14,Manhattan,"HARASSMENT,SUBD 3,4,5",40.75041110700005,-73.98523628599996
52,Bronx,ASSAULT 3,40.86254302300006,-73.89707115799997
94,Brooklyn,"LARCENY,PETIT FROM BUILDING,UN",40.726965067000044,-73.95311662899996
25,Manhattan,"LARCENY,PETIT FROM AUTO",40.80636061100006,-73.93809168299998
19,Manhattan,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",40.78049969200004,-73.95584842999993
79,Brooklyn,CRIMINAL CONTEMPT 1,40.69579171600003,-73.939095905
78,Brooklyn,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.68198311500004,-73.97828204299998
13,Manhattan,"LARCENY,PETIT FROM STORE-SHOPL",40.737394661000046,-73.97972541699994
72,Brooklyn,"HARASSMENT,SUBD 3,4,5",40.66496736200002,-73.99335463799997
121,Staten Island,"HARASSMENT,SUBD 1,CIVILIAN",40.633071347000055,-74.13682999499997
14,Manhattan,ASSAULT 3,40.74559137400007,-73.98559463699996
46,Bronx,"MISCHIEF, CRIMINAL 4, OF MOTOR",40.84793197700003,-73.91619988299993
67,Brooklyn,"NY STATE LAWS,UNCLASSIFIED FEL",40.65005654700008,-73.93121299899997
44,Bronx,"HARASSMENT,SUBD 3,4,5",40.840556940000056,-73.928417514
44,Bronx,"FORGERY,ETC.,UNCLASSIFIED-FELO",40.84312363200007,-73.92471741199995
77,Brooklyn,ASSAULT 3,40.67417911500007,-73.95670471499993
52,Bronx,WEAPONS POSSESSION 3,40.87187683500007,-73.87915137999995
73,Brooklyn,LEAVING SCENE-ACCIDENT-PERSONA,40.66912567900005,-73.90570750399996
33,Manhattan,"HARASSMENT,SUBD 1,CIVILIAN",40.84511805900007,-73.93680867399996
46,Bronx,ASSAULT 3,40.853376420000075,-73.90426427999995
62,Brooklyn,"LARCENY,PETIT FROM AUTO",40.60620481800004,-73.97690215099993
44,Bronx,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE",40.84270301600003,-73.91964717799993
24,Manhattan,AGGRAVATED HARASSMENT 2,40.796923525000075,-73.97113671599999
115,Queens,"MISCHIEF, CRIMINAL 3 & 2, OF M",40.753086232000044,-73.85399689499997
103,Queens,"LARCENY,GRAND FROM STORE-SHOPL",40.70659994400006,-73.79560695699998
70,Brooklyn,"PUBLIC ADMINISTATION,UNCLASS M",40.638885679000055,-73.95404326499995
79,Brooklyn,"FORGERY,M.V. REGISTRATION",40.69130722700004,-73.94549701599993
18,Manhattan,"LARCENY,GRAND BY ACQUIRING LOS",40.758895066000036,-73.98483734499997
103,Queens,ASSAULT 3,40.70778998600008,-73.79340310899995
52,Bronx,"CONTROLLED SUBSTANCE,INTENT TO",40.85961524600003,-73.90777641599993
110,Queens,"ROBBERY,OPEN AREA UNCLASSIFIED",40.74580920300008,-73.89341881799999
78,Brooklyn,"ROBBERY,PERSONAL ELECTRONIC DEVICE",40.67644229900003,-73.98361590599995
18,Manhattan,"LARCENY,GRAND OF BICYCLE",40.76574028600004,-73.98359755199994
40,Bronx,"LARCENY,PETIT OF VEHICLE ACCES",40.81912706800006,-73.91739228599994
40,Bronx,"MISCHIEF,CRIMINAL,    UNCL 2ND",40.81842782300004,-73.92228859599999
79,Brooklyn,"LARCENY,PETIT FROM STORE-SHOPL",40.69607807800003,-73.95270199199997
42,Bronx,"CONTROLLED SUBSTANCE,INTENT TO",40.82736872600003,-73.90240468499996
103,Queens,"MARIJUANA, SALE 4 & 5",40.702482133000046,-73.799922252
94,Brooklyn,"ROBBERY,BICYCLE",40.71888095800006,-73.94511011299994
49,Bronx,"FORGERY,DRIVERS LICENSE",40.86876986600004,-73.86435833599995
5,Manhattan,"FRAUD,UNCLASSIFIED-FELONY",40.72090560400005,-73.99106906899993
47,Bronx,"LARCENY,PETIT FROM OPEN AREAS,",40.87278720900008,-73.84821269599996
28,Manhattan,"HARASSMENT,SUBD 3,4,5",40.80442807300005,-73.95537020999996
19,Manhattan,"BURGLARY,COMMERCIAL,DAY",40.76255336600008,-73.96893877799994
47,Bronx,SODOMY 1,40.88745131300004,-73.84760778699997
41,Bronx,"MISCHIEF, CRIMINAL 3 & 2, OF M",40.823650361000034,-73.89390476799997
67,Brooklyn,"MISCHIEF, CRIMINAL 4, OF MOTOR",40.652834109000025,-73.94638977799997
40,Bronx,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",40.81736984500003,-73.91655629399997
28,Manhattan,ASSAULT 3,40.80203233000003,-73.94968294499995
32,Manhattan,ASSAULT 3,40.83294176100002,-73.93543259299997
113,Queens,"HARASSMENT,SUBD 3,4,5",40.68963793100005,-73.78691103199996
44,Bronx,"HARASSMENT,SUBD 1,CIVILIAN",40.83421942500007,-73.91253114899997
46,Bronx,"CONTROLLED SUBSTANCE,INTENT TO",40.85618331900002,-73.90314684299993
44,Bronx,"FRAUD,UNCLASSIFIED-FELONY",40.83160392600007,-73.92879934599993
48,Bronx,"ASSAULT 2,1,UNCLASSIFIED",40.84451269200008,-73.89364379599994
18,Manhattan,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",40.767679172000044,-73.99598699899997
81,Brooklyn,"ROBBERY,BAR/RESTAURANT",40.69687092100002,-73.93501260499994
105,Queens,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",40.74546402800007,-73.72717433999998
48,Bronx,"ROBBERY,OPEN AREA UNCLASSIFIED",40.85025415500007,-73.89313941499995
44,Bronx,"MISCHIEF, CRIMINAL 4, OF MOTOR",40.823793548000026,-73.92615925299998
63,Brooklyn,"CRIMINAL MISCHIEF 4TH, GRAFFIT",40.63796259600008,-73.92610545799994
49,Bronx,"NY STATE LAWS,UNCLASSIFIED MIS",40.86544935800004,-73.85578207799993
61,Brooklyn,CRIMINAL CONTEMPT 1,40.599758853000026,-73.94806006099996
90,Brooklyn,"LARCENY,PETIT FROM OPEN AREAS,",40.707934228000056,-73.92893143599997
14,Manhattan,"LARCENY,PETIT FROM STORE-SHOPL",40.749733638000066,-73.98967568499995
14,Manhattan,"LARCENY,GRAND FROM STORE-SHOPL",40.75043076800005,-73.98928217599996
69,Brooklyn,"ASSAULT 2,1,UNCLASSIFIED",40.63550206600007,-73.90570096699997
47,Bronx,"HARASSMENT,SUBD 1,CIVILIAN",40.87555583300008,-73.84555947799998
109,Queens,"HARASSMENT,SUBD 3,4,5",40.78545299500007,-73.77867804
120,Staten Island,RAPE 1,40.64472613100002,-74.07748315899995
14,Manhattan,"LARCENY,PETIT FROM BUILDING,UN",40.75043076800005,-73.98928217599996
52,Bronx,"HARASSMENT,SUBD 3,4,5",40.86940749200004,-73.87999831299999
73,Brooklyn,"HARASSMENT,SUBD 3,4,5",40.68092784700008,-73.90864726399997
47,Bronx,ASSAULT 3,40.89726241300008,-73.85306529199994
72,Brooklyn,SEXUAL ABUSE,40.65819343200008,-74.00103224299994
73,Brooklyn,"CHILD, ENDANGERING WELFARE",40.670655072000045,-73.91339091999998
103,Queens,"FORGERY,ETC.,UNCLASSIFIED-FELO",40.70659994400006,-73.79560695699998
107,Queens,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES",40.711258734000076,-73.79152389499995
52,Bronx,ASSAULT 3,40.88329343300006,-73.88319184399995
44,Bronx,"LARCENY,PETIT OF LICENSE PLATE",40.84066686700004,-73.92026041699995
73,Brooklyn,"ASSAULT 2,1,UNCLASSIFIED",40.66842403300007,-73.91041629499993
47,Bronx,"HARASSMENT,SUBD 3,4,5",40.89192502600008,-73.84139821499997
60,Brooklyn,"HARASSMENT,SUBD 3,4,5",40.580948697000046,-73.97147484799996
101,Queens,"HARASSMENT,SUBD 3,4,5",40.60781263300004,-73.74497359699996
34,Manhattan,UNAUTHORIZED USE VEHICLE 3,40.863003221000035,-73.92425384299997
41,Bronx,"HARASSMENT,SUBD 1,CIVILIAN",40.81563577600008,-73.89693055399994
114,Queens,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",40.75673732900003,-73.94103624999997
113,Queens,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",40.67630359000003,-73.79281566199995
40,Bronx,VIOLATION OF ORDER OF PROTECTI,40.807952199000056,-73.92802994
88,Brooklyn,"HARASSMENT,SUBD 3,4,5",40.695864034000074,-73.98182244499998
34,Manhattan,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",40.86587636400003,-73.92766355499998
47,Bronx,"ASSAULT 2,1,UNCLASSIFIED",40.87671493700003,-73.84618959399995
120,Staten Island,RAPE 1,40.64472613100002,-74.07748315899995
14,Manhattan,"LARCENY,PETIT FROM STORE-SHOPL",40.75043076800005,-73.98928217599996
83,Brooklyn,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",40.70122876000005,-73.92461075999995
49,Bronx,"TRAFFIC,UNCLASSIFIED MISDEMEAN",40.86939302600007,-73.85761750399996
71,Brooklyn,"LARCENY,PETIT OF VEHICLE ACCES",40.67048640500008,-73.96166379
79,Brooklyn,"HARASSMENT,SUBD 3,4,5",40.69035535800003,-73.96029293099998
63,Brooklyn,RECKLESS DRIVING,40.61943335800004,-73.91920273099998
101,Queens,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",40.594892637000044,-73.76150735799997
45,Bronx,ASSAULT 3,40.84220223700004,-73.84975706099993
79,Brooklyn,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",40.68044287300006,-73.95035875699995
20,Manhattan,"LARCENY,PETIT FROM AUTO",40.78425197900003,-73.97489766599993
43,Bronx,"FORGERY,ETC.,UNCLASSIFIED-FELO",40.82851970000007,-73.88011180099994
61,Brooklyn,"HARASSMENT,SUBD 1,CIVILIAN",40.59505729800003,-73.93273517399997
101,Queens,"HARASSMENT,SUBD 1,CIVILIAN",40.610035502000066,-73.75358735299993
19,Manhattan,"LARCENY,PETIT FROM STORE-SHOPL",40.76944622800004,-73.95480879699994
